"code UAI";"n° SIRET";"type d'établissement";nom;sigle;statut;tutelle;université;"boîte postale";adresse;CP;commune;"commune (COG)";cedex;téléphone;arrondissement;département;académie;région;"région (COG)";"longitude (X)";"latitude (Y)";"début portes ouvertes";"fin portes ouvertes";"commentaires portes ouvertes";"lien site onisep.fr"
0596162C;;"Autre établissement du supérieur";"Faculté libre de droit Paris";FLD;"Privé reconnu";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";"Institut catholique de Lille";;"35 rue Gabriel péri";92130;Issy-les-Moulineaux;92040;Cedex;"01 78 16 20 00";;Hauts-de-Seine;Versailles;Ile-de-France;11;2.2745412392521;48.818989521555;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24061
0672968M;;"Autre établissement du supérieur";"International space university";ISU;"Privé reconnu";;;;"1 rue Jean-Dominique Cassini";67400;Illkirch-Graffenstaden;67218;;"03 88 65 54 39";;Bas-Rhin;Strasbourg;Grand-Est;44;7.737372;48.522079;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24139
0900024M;;"Autre établissement du supérieur";"Conservatoire national des arts et métiers Franche-Comté";CNAM;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;;"13 rue Thierry Mieg";90010;Belfort;90010;Cedex;"03 84 58 33 10";;Territoire-de-Belfort;Besançon;Bourgogne-Franche-Comté;27;6.8441144;47.6417223;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24186
0371696T;;"Autre établissement du supérieur";"Le Cercle digital";"Cercle digital";"Privé hors contrat";;;;"49 boulevard Preuilly";37000;Tours;37261;;"02 45 34 01 51";;Indre-et-Loire;Orléans-Tours;"Centre-Val de Loire";24;0.668686;47.393184;27/01/2018;27/01/2018;"de 10h à 17h, le 14/04/2018 de 10h à 17 h";www.onisep.fr/http/redirection/etablissement/identifiant/24289
0171579Z;;"Autre établissement du supérieur";"AFC La Rochelle";AFC;"Privé hors contrat";;;;"2 rue Joseph Cugnot";17180;Périgny;17274;;"05 46 44 69 35";;Charente-Maritime;Poitiers;Nouvelle-Aquitaine;75;-1.1069021;46.1572082;17/03/2018;17/03/2018;"de 10h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/24308
0071441D;;"Autre établissement du supérieur";"Ecole supérieure de santé E2S - Centre de formation adultes privé";CFAP;"Privé hors contrat";;;;"60 rue de Narvik";7500;Guilherand-Granges;07102;;"04 75 44 12 25";;Ardèche;Grenoble;Auvergne-Rhône-Alpes;84;4.8747005;44.9331458;20/02/2019;20/02/2019;;www.onisep.fr/http/redirection/etablissement/identifiant/24362
0342261Y;;"Autre établissement du supérieur";"IFC Montpellier";;"Privé hors contrat";;;;"60 allée Wilhem Roentgen";34000;Montpellier;34172;;"04 67 65 50 85";;Hérault;Montpellier;Occitanie;76;3.9142751;43.6114616;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24378
0660919R;;"Autre établissement du supérieur";"IFC Perpignan";;"Privé hors contrat";;;;"21 rue Etienne Bobo";66000;Perpignan;66136;;"04 68 67 42 89";;Pyrénées-Orientales;Montpellier;Occitanie;76;2.8850727;42.7332752;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24455
0596700M;;"Autre établissement du supérieur";"École Supérieure des Services et du Tertiaire - Groupe Cepreco";E2ST;Consulaire;"Chambre de commerce et d'industrie";;"CS 50145";"45 rue André Chenier";59053;Roubaix;59512;"Cedex 01";"03 20 24 23 23";;Nord;Lille;Hauts-de-France;32;3.1697847;50.6850492;27/01/2018;27/01/2018;"de 10h à 17h ; le 17 mars de 9h30 à 12h30";www.onisep.fr/http/redirection/etablissement/identifiant/24501
0142366W;;"Autre établissement du supérieur";"Ecole supérieure d'informatique";SUPINFO;"Privé hors contrat";;;;"10 rue Alfred Kastler";14000;Caen;14118;;"01 53 35 97 00";;Calvados;Caen;Normandie;28;-0.3928149;49.2020756;04/07/2018;04/07/2018;15/09/2018;www.onisep.fr/http/redirection/etablissement/identifiant/24561
0595780M;;"Autre établissement du supérieur";"ESUPCOM Paris, l'école supérieure de communication";ESUPCOM;"Privé hors contrat";;;;"11-13 rue Camille Pelletan";92120;Montrouge;92049;;"01 41 17 12 12";;Hauts-de-Seine;Versailles;Ile-de-France;11;2.3095221;48.8166931;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24606
0891147N;;"Autre établissement du supérieur";"Centre enseignement CNAM AUXERRE";CNAM;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;;"6 route de Monéteau";89000;Auxerre;89024;;"03 86 49 26 22";;Yonne;Dijon;Bourgogne-Franche-Comté;27;3.5842504;47.8216016;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24664
0342324S;;"Autre établissement du supérieur";"EFHT école française d'hôtesses et de tourisme";EFHT;"Privé hors contrat";;;;"99 impasse Adam Smith - Parc de l'aéroport";34470;Pérols;34198;;"04 67 50 58 89";;Hérault;Montpellier;Occitanie;76;3.9144827;43.6225474;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24770
0783640H;;"Autre établissement du supérieur";"Sciences Po Saint-Germain-en-Laye";IEP;Public;"Ministère chargé de l'Éducation nationale";"Université de Cergy-Pontoise";;"5 rue Pasteur";78100;Saint-Germain-en-Laye;78551;;"01 30 87 47 83";;Yvelines;Versailles;Ile-de-France;11;2.070304;48.9007447;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24779
0332915P;;"Autre établissement du supérieur";"École de la communication et de la création digitale";E-COD;Consulaire;"Chambre de commerce et d'industrie";;;"10 rue René Cassin";33049;Bordeaux;33063;Cedex;"05 56 79 50 43";;Gironde;Bordeaux;Nouvelle-Aquitaine;75;-0.57459710000001;44.8763821;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24807
0660876U;;"Autre établissement du supérieur";"SUD Formation - CCI Perpignan";;Consulaire;"Chambre de commerce et d'industrie";;"BP 90 443";"Avenue Paul Pascot";66004;Perpignan;66136;;"04 68 56 62 20";;Pyrénées-Orientales;Montpellier;Occitanie;76;2.8504823000001;42.6745998;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24843
0755689B;;"Autre établissement du supérieur";"Académie Guinot - Mary Cohr";;"Privé hors contrat";;;;"52/52 bis rue Laffitte";75009;Paris;75109;;"01 81 80 32 20";09;Paris;Paris;Ile-de-France;11;2.3387317;48.8753408;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24904
0133924V;;"Autre établissement du supérieur";"Cours Galien";;"Privé hors contrat";;;;"10 rue de la Fourane";13090;Aix-en-Provence;13001;;"04 42 20 35 53";;Bouches-du-Rhône;Aix-Marseille;"Provence-Alpes-Côte d'Azur";93;5.4445654;43.5133432;;;;www.onisep.fr/http/redirection/etablissement/identifiant/24927
0301822T;;"Autre établissement du supérieur";"Institut Européen de formation en Mécanique Sportive";IEMS;"Privé hors contrat";;;;"Pôle mécanique Alès Cévennes vallon de Fontanès";30520;Saint-Martin-de-Valgalgues;30284;;"04 66 83 50 76";;Gard;Montpellier;Occitanie;76;4.082699;44.162721;;;;www.onisep.fr/http/redirection/etablissement/identifiant/25001
0596953M;;"Autre établissement du supérieur";"Ecole européenne de sciences politiques et sociales";ESPOL;"Privé reconnu";;"Institut catholique de Lille";;"70 rue du port";59046;Lille;59350;Cedex;"03 59 56 79 76";;Nord;Lille;Hauts-de-France;32;3.0461246;50.6318977;02/12/2017;02/12/2017;"de 10h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/25150
9711102W;95970103297;"Autre établissement du supérieur";"Institut de Management et de Marketing Supérieur de Commerce Caraïbes";"I2M sup de co";"Privé hors contrat";;;;"4 Faubourg Alexandre Isaac";97110;Pointe-à-Pitre;97120;;"0590 48 07 90";;Guadeloupe;Guadeloupe;Guadeloupe;1;-61.5331;16.2411;;;;www.onisep.fr/http/redirection/etablissement/identifiant/25210
0755641Z;;"Autre établissement du supérieur";"Ecole Européenne des Métiers de l'Internet - EEMI";EEMI;"Privé hors contrat";;;;"Palais Brongniart";75002;Paris;75102;;"01 45 56 15 61";02;Paris;Paris;Ile-de-France;11;2.340571;48.868956;;;;www.onisep.fr/http/redirection/etablissement/identifiant/25236
0531018U;;"Autre établissement du supérieur";"Parc universitaire de Laval";;Consulaire;"Chambre de commerce et d'industrie";;"CS 36152";"rue Léonard de Vinci";53062;Laval;53130;"Cedex 9";"02 43 91 47 43";;Mayenne;Nantes;"Pays de la Loire";52;-0.75513899999999;48.088126;10/02/2018;10/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/25258
0292332C;;"Autre établissement du supérieur";EPSILON;;"Privé hors contrat";;;;"2 rue du Couëdic";29000;Quimper;29232;;"02 98 82 07 40";;Finistère;Rennes;Bretagne;53;2.287592;48.862725;10/01/2018;10/01/2018;"le 17/01/2018, le 24/01/2018, le 31/01/2018... tous les mercredis de 10h à 12h et de 13h15 à 16h30 (hors périodes de vacances scolaires)";www.onisep.fr/http/redirection/etablissement/identifiant/25270
0561860T;;"Autre établissement du supérieur";"Esup Bretagne Vannes";;"Privé hors contrat";;;;"18 Boulevard de la résistance";56000;Vannes;56260;;"02 97 46 31 00";;Morbihan;Rennes;Bretagne;53;-2.7840381999999;47.6519184;27/01/2018;27/01/2018;"le 17/02/2018, le 24/03/2018 ; de 9h à 13h";www.onisep.fr/http/redirection/etablissement/identifiant/25275
0292096W;;"Autre établissement du supérieur";"Station biologique";;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;"BP 74";"Place Georges Teissier";29680;Roscoff;29239;Cedex;"02 98 29 23 23";;Finistère;Rennes;Bretagne;53;-3.9876728;48.7269243;03/03/2018;03/03/2018;"de 14h à 18h";www.onisep.fr/http/redirection/etablissement/identifiant/25294
0740143D;;"Autre établissement du supérieur";Sup'Cordeliers;;"Privé sous contrat";"Ministère chargé de l'Éducation nationale";;"BP 6";"11 rue Marcellin Berthelot";74301;Cluses;74081;Cedex;"04 50 98 33 06";;Haute-Savoie;Grenoble;Auvergne-Rhône-Alpes;84;6.5777275;46.0594873;27/01/2018;27/01/2018;"de 9h à 12h, le 23/03/2018 de 17h à 20h";www.onisep.fr/http/redirection/etablissement/identifiant/25324
0221465Y;;"Autre établissement du supérieur";"Centre régional associé au CNAM";CNAM;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;;"2 rue Camille Guérin";22440;Ploufragan;22215;;"0972 311 312";;Côtes-d'Armor;Rennes;Bretagne;53;-2.7435131;48.5112168;31/03/2018;31/03/2018;"de 9h à 18h";www.onisep.fr/http/redirection/etablissement/identifiant/25399
0802144W;;"Autre établissement du supérieur";"SUP' DE COM école supérieure de communication";"SUP' DE COM";"Privé hors contrat";;;;"5 boulevard du port d'aval";80000;Amiens;80021;;"03 22 71 71 00";;Somme;Amiens;Hauts-de-France;32;2.2917334;49.898086;;;;www.onisep.fr/http/redirection/etablissement/identifiant/25455
9720818G;;"Autre établissement du supérieur";"Service Universitaire de Formation Continue Pôle Guadeloupe";"SUFC 971";Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;;"Boulevard Légitimus";97110;Pointe-à-Pitre;97120;;"0590 48 33 55";;Guadeloupe;Guadeloupe;Guadeloupe;1;-61.5341634;16.2441789;;;;www.onisep.fr/http/redirection/etablissement/identifiant/25468
0301749N;;"Autre établissement du supérieur";"Pigier création";;"Privé hors contrat";;;;"79 rue Christian Martinez";30900;Nîmes;30189;;"04 66 38 87 00";;Gard;Montpellier;Occitanie;76;4.360054;43.836699;;;;www.onisep.fr/http/redirection/etablissement/identifiant/25565
0351047Y;;"Autre établissement du supérieur";"Institut des hautes études de droit rural et d'économie agricole";IHEDREA;"Privé hors contrat";;;"BP 70413";"2 allée de la Hodeyère";35500;Vitré;35360;Cedex;"02 99 75 02 20";;Ille-et-Vilaine;Rennes;Bretagne;53;-1.2035263;48.1192989;;;;www.onisep.fr/http/redirection/etablissement/identifiant/25594
0171510Z;;"Autre établissement du supérieur";"Institut européen de la qualité totale Poitou-Charentes";IEQT;Consulaire;"Chambre de commerce et d'industrie";;"BP 20129";"Rue Audebert";17306;Rochefort;17299;;"05 46 84 11 83";;Charente-Maritime;Poitiers;Nouvelle-Aquitaine;75;-0.95593299999996;45.941482;;;;www.onisep.fr/http/redirection/etablissement/identifiant/25616
0292038H;;"Autre établissement du supérieur";"AFTRAL Transport Logistique";"AFTRAL - TL";"Privé hors contrat";;;;"17 rue Tréodet";29500;Ergué-Gabéric;29051;;"02 98 90 19 33";;Finistère;Rennes;Bretagne;53;-4.0615167999999;48.0058556;10/03/2018;10/03/2018;"le 17/03/2018, le 07/04/2018";www.onisep.fr/http/redirection/etablissement/identifiant/25685
0694246R;;"Autre établissement du supérieur";"Institut privé des métiers - SEPR";SEPR;"Privé hors contrat";;;;"46 rue professeur Rochaix";69003;Lyon;69383;;"04 72 83 27 27";03;Rhône;Lyon;Auvergne-Rhône-Alpes;84;4.8769893;45.7457404;;;;www.onisep.fr/http/redirection/etablissement/identifiant/25705
0352848F;;"Autre établissement du supérieur";"ESG Rennes";ESG;"Privé hors contrat";;;;"5 Boulevard René Laënnec";35000;Rennes;35238;;"02 99 05 94 31";;Ille-et-Vilaine;Rennes;Bretagne;53;-1.665482;48.10829;25/10/2017;25/10/2017;"de 16h à 18h, le 22/11/2017 de 16h à 18h, le 16/12/2017 de 10h à 17h, le 13/01/2018 de 10h à 17h, le 10/02/2018 de 10h à 17h, le 06/03/2018 de 16h à 18h, le 10/04/2018 de 16h à 18h, le 22/05/2018 de 16h à 18h, le 13/06/2018 de 16h à 18h";www.onisep.fr/http/redirection/etablissement/identifiant/25818
0342368P;;"Autre établissement du supérieur";"Sud Campus";;"Privé hors contrat";;;;"Les Salins de Villeroy - Route des quatre chansons";34200;Sète;34301;;"07 68 76 31 96";;Hérault;Montpellier;Occitanie;76;3.6548526;43.3961972;;;;www.onisep.fr/http/redirection/etablissement/identifiant/25826
0492451Y;;"Autre établissement du supérieur";"Ecole de la filière numérique d'Angers";IMIE;"Privé hors contrat";;;;"132 Avenue de Lattre de Tassigny";49000;Angers;49007;;"02 41 66 67 66";;Maine-et-Loire;Nantes;"Pays de la Loire";52;-0.53870685078732;47.448955377559;09/12/2017;09/12/2017;"de 10h à 17h, 27/01/2018 de 10h à 17h, 17/02/2018 de 10h à 17h, 17/03/2018 de 10h à 17h, 14/04/2018 de 10h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/25866
0341820U;;"Autre établissement du supérieur";"Pigier Performance";;"Privé hors contrat";;;;"75 Allée Jean Marie Tjibaou";34000;Montpellier;34172;;"04 67 10 58 58";;Hérault;Montpellier;Occitanie;76;3.9154675;43.6126926;;;;www.onisep.fr/http/redirection/etablissement/identifiant/25897
0240090T;;"Autre établissement du supérieur";"Talis business school - Bergerac";"Talis BS";"Privé hors contrat";;;;"110 avenue Paul Doumer";24100;Bergerac;24037;;"05 53 22 12 00";;Dordogne;Bordeaux;Nouvelle-Aquitaine;75;0.478926;44.833545;25/04/2018;25/04/2018;"de 14h à 17h";www.onisep.fr/http/redirection/etablissement/identifiant/25968
0342376Y;;"Autre établissement du supérieur";"Institut supérieur européen de formation par l'action";"ISEFAC BACHELOR";"Privé hors contrat";;;;"3 place Paul Bec";34000;Montpellier;34172;;"04 99 64 91 45";;Hérault;Montpellier;Occitanie;76;3.8863087;43.6082409;26/05/2018;26/05/2018;"de 11h à 16h";www.onisep.fr/http/redirection/etablissement/identifiant/25979
0333300H;;"Autre établissement du supérieur";"Monceau Citea";;"Privé hors contrat";;;;"10 quai de Paludate";33800;Bordeaux;33063;;"05 32 09 08 80 / 05 56 79 91 53";;Gironde;Bordeaux;Nouvelle-Aquitaine;75;-0.55683899999997;44.830115;;;;www.onisep.fr/http/redirection/etablissement/identifiant/26018
0333385A;;"Autre établissement du supérieur";"Web internationnal school";WIS;"Privé hors contrat";;;;"114 rue Lucien Faure";33300;Bordeaux;33063;;"05 56 43 13 13";;Gironde;Bordeaux;Nouvelle-Aquitaine;75;-0.55899620000002;44.8645493;;;;www.onisep.fr/http/redirection/etablissement/identifiant/26059
0342374W;;"Autre établissement du supérieur";"Le Cours Jules Verne";;"Privé hors contrat";;;;"2 rue du Grand Cap";34300;Agde;34003;;"04 99 43 55 78";;Hérault;Montpellier;Occitanie;76;3.4775080773155;43.299149047934;;;;www.onisep.fr/http/redirection/etablissement/identifiant/26102
9711198A;;"Autre établissement du supérieur";FORM'D;;"Privé hors contrat";;;;"7 lotissement Les Orangers - Moudong";97122;Baie-Mahault;97103;;"0590 86 84 15";;Guadeloupe;Guadeloupe;Guadeloupe;1;-61.588058;16.242185;;;;www.onisep.fr/http/redirection/etablissement/identifiant/26138
0597080A;49015540500023;"Autre établissement du supérieur";SUPMEDICAL;;"Privé hors contrat";;;;"180 avenue Eugène Avinée";59120;Loos;59360;;"03 20 60 22 07";;Nord;Lille;Hauts-de-France;32;3.028343;50.605761;03/02/2018;03/02/2018;;www.onisep.fr/http/redirection/etablissement/identifiant/26166
0802162R;45004674300057;"Autre établissement du supérieur";PCMP;;"Privé hors contrat";;;;"1 allée du Professeur Pierre Galibert";80840;Pont-de-Metz;80632;;"03 22 80 93 72";;Somme;Amiens;Hauts-de-France;32;2.2579842404755;49.877175911662;;;;www.onisep.fr/http/redirection/etablissement/identifiant/26168
0492468S;;"Autre établissement du supérieur";"IPAC Bachelor factory";IPAC;"Privé hors contrat";;;;"19 rue le Nôtre";49066;Angers;49007;"Cedex 01";"02 41 73 20 30";;Maine-et-Loire;Nantes;"Pays de la Loire";52;-0.60687989999997;47.4755986;08/12/2018;08/12/2018;"de 9h à 13h, le 26/01/2019 de 9h à 13h, le 02/03/2019 de 9h à 13h";www.onisep.fr/http/redirection/etablissement/identifiant/26185
0741329T;;"Autre établissement du supérieur";"Faculté adventiste de théologie";;"Privé hors contrat";;;;"33 chemin du Pérouzet";74160;Collonges-sous-Salève;74082;;"04 50 87 68 00";;Haute-Savoie;Grenoble;Auvergne-Rhône-Alpes;84;2.287592;48.862725;;;;www.onisep.fr/http/redirection/etablissement/identifiant/26256
0333362A;;"Autre établissement du supérieur";MBway;;"Privé hors contrat";;;;"11 rue Louis Blériot";33130;Bègles;33039;;"05 56 33 35 36";;Gironde;Bordeaux;Nouvelle-Aquitaine;75;-0.52977020000003;44.7982782;;;;www.onisep.fr/http/redirection/etablissement/identifiant/26283
0071126L;;"Autre établissement du supérieur";"Institut supérieur Saint Denis";;"Privé sous contrat";"Ministère chargé de l'Éducation nationale";;;"1 chemin de la muette";7100;Annonay;07010;;"04 75 69 28 00";;Ardèche;Grenoble;Auvergne-Rhône-Alpes;84;4.6777645;45.242153;;;;www.onisep.fr/http/redirection/etablissement/identifiant/26296
0310143M;;"Centre de formation de fonctionnaires";"Ecole nationale supérieure de formation de l'enseignement agricole";ENSFEA;Public;"Ministère de l'Agriculture et de l'Alimentation";;"BP 22687";"2 route de Narbonne";31326;Castanet-Tolosan;31113;Cedex;"05 61 75 32 32";;Haute-Garonne;Toulouse;Occitanie;76;1.4876248;43.5305813;;;;www.onisep.fr/http/redirection/etablissement/identifiant/796
0940607Z;;"Centre de formation de fonctionnaires";"Ecole normale supérieure Paris-Saclay";ENS;Public;"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";;;"61 avenue du Président Wilson";94230;Cachan;94016;;"01 47 40 20 00";;Val-de-Marne;Créteil;Ile-de-France;11;2.325316;48.7891043;;;;www.onisep.fr/http/redirection/etablissement/identifiant/2044
